id,description,Ollama_Response
1365933,"Description of problem:

Whilst debugging some network filesystem stuff, I found that if the open directory system call fails with ERESTARTSYS due to a signal, that signal is deferred by userspace and the system call restarted.  Unfortunately, this means that an ls that is waiting for a network timeout cannot be cancelled with CTRL-C and cannot be suspended with CTRL-Z.

open(""/afs/user/dhowells"", O_RDONLY|O_NONBLOCK|O_DIRECTORY|O_CLOEXEC) = ? ERESTARTSYS (To be restarted if SA_RESTART is set)
--- SIGINT {si_signo=SIGINT, si_code=SI_KERNEL} ---
rt_sigreturn({mask=[]})                 = 2
open(""/afs/user/dhowells"", O_RDONLY|O_NONBLOCK|O_DIRECTORY|O_CLOEXEC) = ? ERESTARTSYS (To be restarted if SA_RESTART is set)
--- SIGQUIT {si_signo=SIGQUIT, si_code=SI_KERNEL} ---
rt_sigreturn({mask=[]})                 = 2
open(""/afs/user/dhowells"", O_RDONLY|O_NONBLOCK|O_DIRECTORY|O_CLOEXEC) = 3
fstat(3, {st_mode=S_IFDIR|0777, st_size=2048, ...}) = 0
getdents(3, /* 3 entries */, 32768)     = 80
rt_sigprocmask(SIG_BLOCK, [HUP INT QUIT PIPE ALRM TERM TSTP XCPU XFSZ VTALRM PROF IO], [], 8) = 0
rt_sigaction(SIGINT, {SIG_DFL, [INT], SA_RESTORER|SA_RESTART, 0x7f9c95c93b20}, {0x5640f276ce60, [HUP INT QUIT PIPE ALRM TERM TSTP XCPU XFSZ VTALRM PROF IO], SA_RESTORER|SA_RESTART, 0x7f9c95c93b20}, 8) = 0
tgkill(3954, 3954, SIGINT)              = 0
rt_sigprocmask(SIG_SETMASK, [], NULL, 8) = 0
--- SIGINT {si_signo=SIGINT, si_code=SI_TKILL, si_pid=3954, si_uid=0} ---
+++ killed by SIGINT +++

Version-Release number of selected component (if applicable):

coreutils-8.24-6.fc23.x86_64

Unfortunately, it's quite hard to get hold of a directory that will hang for a long enough period of time, but if you can it's quite reproducible.",None
1470769,"Description of problem: When chroot invokes execvp() and suffers a failure return because of EIO, then localizing the error string can cause confusion and trouble because it is likely that localization depends on setting up the locale machinery, which depends on I/O, which has just failed.

After EIO, then it is preferable to emit an immediate, non-localized indication 
of the EIO using as few system calls as possible; then [perhaps] resume the regular error processing.  Something in the spirit of:
   write(2, ""\nchroot:(raw)EIO\n"", 17);
just before the existing
   error (0, errno, _(""failed to run command %s""), quote (argv[0]));


Version-Release number of selected component (if applicable):
coreutils-8.25-17.fc25.x86_64


How reproducible: every time, using deliberate error injection


Steps to Reproduce:
1. Inject a deliberate error.
--- coreutils-8.25/src/chroot.c.orig	2017-07-13 07:43:21.915621653 -0700
+++ coreutils-8.25/src/chroot.c	2017-07-13 07:44:41.806713319 -0700
@@ -420,8 +420,8 @@
   if (uid_set (uid) && setuid (uid))
     error (EXIT_CANCELED, errno, _(""failed to set user-ID""));
 
-  /* Execute the given command.  */
-  execvp (argv[0], argv);
+  /* Inject deliberate error. */  /* Execute the given command.  */
+  errno = EIO;  /* execvp (argv[0], argv);*/
 
   int exit_status = errno == ENOENT ? EXIT_ENOENT : EXIT_CANNOT_INVOKE;
   error (0, errno, _(""failed to run command %s""), quote (argv[0]));

2.
3.

Actual results: Localization of the third argument to error(), namely
   _(""failed to run command %s"")
uses I/O, namely to set up the locale machinery.


Expected results:  After EIO, then signal the error using as little I/O as possible.


Additional info:
Yes, this is rare.  But not _that_ rare, and anyway it is important because booting a machine into ""Rescue mode"" and then performing ""chroot /mnt/sysimage"" in order to fix an installation by running the package manager in its native environment, is prone to EIO if the boot was to a ""Live"" system stored on a physical DVD.  (Mechanical drive, infrequently used, intensive seeking for tens of seconds, cheap manufacture, etc.)  Of course booting a ""Live"" system from USB flash memory is preferable, but there are cheap USB flash drives, too.",None
1024730,#ERROR!,None
1465935,"Description of problem:
The verification by sha256sum of any ISO image file fails invariably.

Version-Release number of selected component (if applicable):
8.27-5.fc26.x86_64

How reproducible:
Steps to Reproduce:
1. Move both one to another related downloaded official files to the same folder.
2. Compute required command mentioned on site’s url (https://fedoramagazine.org/verify-fedora-iso-file/) till the sha256sum command.

Actual results:
Output resulted from the function sha256sum claims ""No such file or directory"", while not only the very file is present at the correct location but also its related rights are sufficient enough (see attachment).

Expected results:
Function sha256sum should return a viable message regarding the ISO image file in directory.

Additional info:
Component’s identification resulted from:
$ rpm -qf /usr/bin/sha256sum",None
1463384,Signed-off-by: Igor Gnatenko <ignatenko@redhat.com>,None
1457214,"Description of problem:
coreutils-single should provide fileutils

Version-Release number of selected component (if applicable):
Fedora 26",None
1283760,"When watching, e.g., `tail -F scratchdir/tests.log` with inotify
support, if scratchdir (and contents) ceases to exist and is re-created,
tail *will not* show the contents of the new file.

By contrast, with, e.g., `tail ---disable-inotify -F
scratchdir/tests.log`, when scratchdir (and contents) ceases to exist
and is re-created, tail *will* show the contents of the new file.

To my mind, the behavior *without* inotify is the correct one (it's
certainly the one that the description of ""following names"" from the man
page suggests to me) and the behavior *with* inotify is in error.

Thanks!","```bash
tail -F scratchdir/tests.log
# While tail is running, delete and recreate scratchdir:
rm -rf scratchdir && mkdir scratchdir && touch scratchdir/tests.log && echo ""Test"" >> scratchdir/tests.log
```

This test case will help you reproduce the issue where `tail` with inotify support does not show the contents of a newly created file after its directory has been deleted and recreated."
1444802,"Description of problem:
With DNF2 it's no longer possible to install coreutils-single as it's obsoleted by the main package, ""to give priority"" to it, according to a comment in the SPEC file.

The reason this ever worked is, according to Igor, a bug in the old DNF which the new release fixed.  That makes sense to me.

Which variant is installed shouldn't be decided by the packager but by the deployment tools, e.g. Anaconda or mock configuration.

Please, revert c553cab787c2499ffaa36748a2de7c0e08fe31d5.

Version-Release number of selected component (if applicable):
8.24-105 and newer.

How reproducible:
Always.

Steps to Reproduce:
1. Attempt to install coreutils-single with DNF2.

Actual results:
coreutils is installed.

Expected results:
coreutils-single is installed.","```bash
dnf install coreutils-single
```"
1446494,"Error: coreutils conflicts with coreutils-single-8.27-3.fc27.x86_64
 You could try using --skip-broken to work around the problem
 You could try running: rpm -Va --nofiles --nodigest

Please fix if possible!

*rawhide*

Please also see this in case of weak deps:

https://bugzilla.redhat.com/show_bug.cgi?id=1324623
https://pagure.io/fesco/issue/1611

We still depend on using *yum* because of limitations of *dnf* (and the huge refactoring it's going under now ... from what I believe it's happening).",None
1361694,"Description of problem:
For some reason the coreutils developers have changed the output of the ls command such that ls will now output single quote characters around file names containing spaces.  This is a change to the default behaviour of a command that has had consistent output for 30-40 years.  I would like Fedora to consider adding the -N option to /etc/profile.d/colorls.sh in order to return the output of the ls command to the traditional default on Fedora systems.

This appears to have caused a lot of annoyance elsewhere
e.g. http://unix.stackexchange.com/questions/258679/why-is-ls-suddenly-wrapping-items-with-spaces-in-single-quotes
e.g. http://lists.gnu.org/archive/html/coreutils/2016-02/msg00000.html

Version-Release number of selected component (if applicable):
Coreutils 8.25

How reproducible:
Run the ls command in a directory containing a file with a space in the name.  Observe the quoted file name.

Note, other distributions are disabling this by reverting the patch.  Debian, for example (https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=813164#msg210) and therefore Ubuntu and the other variants.  OpenSuSE already use the -N option to ls by default so that distro will not be effected.","```bash
ls 'file with spaces'
```"
186879,"Description of problem:

When using su -c ""bash"" (for example), the resulting bash shell has no access to
its controlling terminal (/dev/tty), so there is no job-control possible, and
tools like 'resize' fail.

Version-Release number of selected component (if applicable):
coreutils 5.93 (bug was not present in the FC4 version 5.2.1)

How reproducible: allways.


Steps to Reproduce:
1. su root -c ""bash"" (enter password)
2. cat
3. type ^C to interrupt.
  
Actual results:
[karel@fc5 karel]$ /bin/su root -c ""bash""
Password: 
[root@fc5 karel]# cat
(type ^C)
Session terminated, killing shell... ...killed.
(session hangs, with 2 processes reading from terminal)

Expected results:
[karel@fc5 karel]$ /tmp/su4 root -c ""bash""
Password: 
[root@fc5 karel]# cat
(type ^C)
[root@fc5 karel]# exit
exit


Additional info:","su root -c ""bash""  
cat  
(type ^C)"
1398913,"Description of problem:
Creating multiple levels of directories together with mkdir -p -Z fails to set the SELinux context for all but the highest and lowest directories.

Version-Release number of selected component (if applicable):
coreutils-8.25-7.fc24.x86_64

How reproducible:
Always for any more than two directory levels.

Steps to Reproduce:
1. Create 3 or more directories together with (for eg) mkdir -p -Z a/b/c

Actual results:
mkdir: failed to set default creation context for 'a/b': No such file or directory
SELinux labels set on a and a/b/c, but not on a/b.

Expected results:
a/b should also be labeled.

Additional info:
Same problem all intermediary directories, eg mkdir -p -Z a/b/c/d fails to label a/b and a/b/c (but labels a and a/b/c/d).

NOTE: mkdir will usually correct the labels on existing directories, but fails to do so here as well.",mkdir -p -Z a/b/c
1421495,"Description of problem:
I came across a use of `df -m` in a book recently, which was a bit of a surprise to me, since I fairly often end up checking the output of `df --help`, but I'd never seen it before. After double-checking, I see that there is no mention of the -m switch in either the `df --help` output or the man page. Apparently it's almost just a shorthand for -GM, except that it leaves out the 'M' suffices in its output.

Version-Release number of selected component (if applicable):
coreutils-8.25-15.fc25.x86_64

How reproducible:
easily

Steps to Reproduce:
1. df -m
2. df --help
3. man df

Actual results:
partitions listed in megabytes (mebibytes, really)
documentation not mentioning any -m switch

Expected results:
partitions listed in megabytes
documentation at least mentions the switch exists",df -m
1411403,"Description of problem:

Coreutils - coreutils-8.25-15.fc25.x86_64 does not display thousands separator properly.

Version-Release number of selected component (if applicable):

coreutils-8.25-15.fc25.x86_64

How reproducible:

100%

Steps to Reproduce:
1.  unalias ls && ls -l --block-size=""'1""
2.
3.

Actual results:

-rw-r--r-- 1 greg greg  75434 Oct 31 12:12 coreutils.spec
-rw-r--r-- 1 greg greg 172107 Dec 25 12:42 kernel.spec

Expected results:

-rw-r--r-- 1 greg greg  75,434 Oct 31 12:12 coreutils.spec
-rw-r--r-- 1 greg greg 172,107 Dec 25 12:42 kernel.spec

Additional info:

sudo locale
LANG=C
LC_CTYPE=""C""
LC_NUMERIC=""C""
LC_TIME=""C""
LC_COLLATE=""C""
LC_MONETARY=""C""
LC_MESSAGES=""C""
LC_PAPER=""C""
LC_NAME=""C""
LC_ADDRESS=""C""
LC_TELEPHONE=""C""
LC_MEASUREMENT=""C""
LC_IDENTIFICATION=""C""
LC_ALL=C
[greg@macbook SPECS]$ !1036
sudo localectl
   System Locale: LANG=en_US.UTF-8
       VC Keymap: us
      X11 Layout: us",unalias ls && LC_ALL=C ls -l --block-size=1
1084376,"Description of problem:
/bin/echo does not treat -- as the last option, which makes it impossible to print strings ""-n"", ""-e"", ""-E"", and ""--help"". There is no way to tell echo not to treat them as it's options.

Version-Release number of selected component (if applicable):
8.21

How reproducible:
always

Steps to Reproduce:
1. echo -n
2. echo -- -n

Actual results:
The first command prints nothing, as it treats -n as an option.
The second command print ""-- -n"", as it treats -- as the first argument.

Expected results:
The second command should print just ""-n"".",echo -- -n
