id,reporter,report-time,last-modified,status,priority,severity,product,component,summary/subject/title,class,expected result,observed/actual result,reproducible,steps to reproduce,input,llama,qwen,qwen-coder,link,comments
243588,Michael McLagan,2007-06-10T08:42:23Z,2008-06-17T01:31:54Z,CLOSED WONTFIX,low,medium,Fedora,coreutils,cp gives error when destination is symlink,normal,"[root@localhost var]# dir tmp
total 12
lrwxrwxrwx 1 root     root        4 Jun 10 04:35 alpha -> beta
-rw-r--r-- 1 root     root        5 Jun 10 04:36 beta",cp: cannot create regular file `tmp/alpha': File exists,Always,"1. cd /var
2. ln -sf beta tmp/alpha
3. echo ""blah"" > tmp/alpha  (this creates a file called beta with ""blah"" in it)
4. rm tmp/beta
5. echo ""blah"" > file
6. cp file tmp/alpha","$ cd /var
$ ln -sf beta tmp/alpha
$ echo ""blah"" > tmp/alpha
$ rm tmp/beta
$ echo ""blah"" > file
$ cp file tmp/alpha","```bash
printf 'a b!x\na-b-c!x\n' | LANG=en_US.utf8 sort -s -k1,1 -t!
```","printf 'a b!x\na-b-c!x\n' | LANG=en_US.utf8 sort -s --debug -k1,1 -t!","printf 'a b!x\na-b-c!x\n' | LANG=en_US.utf8 sort -s --debug -k1,1 -t!",https://bugzilla.redhat.com/show_bug.cgi?id=243588,
228304,ericm24x7,2007-02-12T16:18:08Z,2008-04-22T16:13:27Z,CLOSED RAWHIDE,medium,medium,Fedora,coreutils,"avc: denied { associate } for comm=""cp"" egid=0 euid=0 exe=""/bin/cp""",normal,Should proceed without AVC denial,"`/mnt/autorun.apm' -> `test/autorun.apm'
cp: cannot create regular file `test/autorun.apm': Permission denied",Always,"1. mount an ISO image file
   i.e.
   mount -o loop dvdimage.iso /mnt
2. mkdir ~/test ; cd 
3. cp -av /mnt/* ~/test","$ mount -o loop dvdimage.iso /mnt
$ mkdir ~/test ; cd ~
$ cp -av /mnt/* ~/test","```bash
rpm -ql --queryformat '[%{FILELANGS}\t%{FILENAMES}\n]' coreutils | grep LC_TIME | head -5
rpm -qf /usr/share/locale/af
rpm -qf /usr/share/locale/af/LC_MESSAGES
rpm -qf /usr/share/locale/af/LC_TIME
```","None

The provided steps are more about identifying the ownership issue rather than reproducing a functional bug in coreutils or filesystem packages. The reported issue is related to package management and directory ownership, not a functional error that can be reproduced with specific commands or input data.","```bash
rpm -ql --queryformat '[%{FILELANGS}\t%{FILENAMES}\n]' coreutils | grep LC_TIME | head -5
rpm -qf /usr/share/locale/af/LC_TIME
```",https://bugzilla.redhat.com/show_bug.cgi?id=228304,
368721,Sigh,2007-11-06T18:47:04Z,2008-03-13T07:45:37Z,CLOSED CURRENTRELEASE,low,low,Fedora,coreutils,PAM *-l files undocumented,normal,"I would have expected the parts of the docs that mention PAM support in the
first place to include ""If the -l option is given, the corresponding *-l PAM
file will be used instead.  By default, these include the base PAM file and then
add some additional blahblahblah...""","I had to look at coreutils-split-pam.patch in the srpm to confirm my guess that
these files had something to do with the -l option.",Always,"1.  See ""su-l"" mentioned in logwatch report.
2.  Fail to find explanation anywhere in docs, --help, FAQs, bug lists.
3.  Become mildly annoyed at the presence of undocumented /etc files.
4.  Become slightly alarmed at ""su-l"" appearing in strings(1) output on /bin/su
with no explanation.",,"```bash
cp -vrup /home/* /room/wdbook1/nfs/Public/backup/verlaine/home >> /var/log/lastbackup &
cat /var/log/lastbackup
```","sudo cp -vrup /home/* /room/wdbook1/nfs/Public/backup/verlaiine/home >> /var/log/lastbackup
sudo cat /var/log/lastbackup",None,https://bugzilla.redhat.com/show_bug.cgi?id=368721,
430821,Antonio Gallardo,2008-01-29T23:06:29Z,2008-01-30T11:07:26Z,CLOSED NOTABUG,low,medium,Fedora,coreutils,Sort does not sort in normal order,normal,"F-A
F-C
FB","F-A
FB
F-C",Always,"1. Write a file called ""a.txt"" with the following 3 lines:
F-A
FB
F-C

2. run in shell this command:
sort a.txt","$ echo -e ""F-A\nFB\nF-C"" > a.txt
$ sort a.txt",None,None,None,https://bugzilla.redhat.com/show_bug.cgi?id=430821,
284881,"Jan ""Yenya"" Kasprzak",2007-09-10T17:11:46Z,2008-01-28T15:42:52Z,CLOSED NOTABUG,medium,low,Fedora,coreutils,"sort -n -t, does not work",normal,"2101,4H@38`5ELC66M`
2101,4h>HM812P4820P
2101,5AHBVEQW@dUGE@
2101,:4AgE3<G4RNDP`
21012,:A0QIX6AI10gMP
21012,V8:AACI4TD925@
21014,:1MG<hEb@AIhU`
21014,V8:AACI4TD925@","2101,:4AgE3<G4RNDP`
21012,:A0QIX6AI10gMP
2101,2IJIETPY=g<10@
21012,V8:AACI4TD925@
21014,:1MG<hEb@AIhU`
2101,4H@38`5ELC66M`
2101,4h>HM812P4820P
21014,V8:AACI4TD925@
2101,5AHBVEQW@dUGE@",Always,"1. keep the default locales (LC_COLLATE and LC_NUMERIC) value of en_US.UTF-8
2. sort -n -t, -k1 <<'EOF'
2101,:4AgE3<G4RNDP`
21012,:A0QIX6AI10gMP
2101,2IJIETPY=g<10@
21012,V8:AACI4TD925@
21014,:1MG<hEb@AIhU`
2101,4H@38`5ELC66M`
2101,4h>HM812P4820P
21014,V8:AACI4TD925@
2101,5AHBVEQW@dUGE@
EOF","$ export LC_COLLATE=en_US.UTF-8
$ export LC_NUMERIC=en_US.UTF-8
$ sort -n -t, -k1 <<'EOF'",None,None,None,https://bugzilla.redhat.com/show_bug.cgi?id=284881,
428494,Harold Kornylak,2008-01-12T06:21:35Z,2008-01-17T16:13:30Z,CLOSED NOTABUG,low,medium,Fedora,coreutils,sort man page needs to be updated to reflect i18n,normal,lines with leading space or _ should sort to top unless -b and -d set,sort order ignores leading spaces,Always,"1.create a file with some lines having leading space or leading _
2.sort","$ echo -e ""  leading space\n_leading underscore\nnormal line\n another space"" > file.txt  
$ sort file.txt  ","```bash
TIME_STYLE=locale LC_ALL=en_US.UTF-8 ls -l / | head -n 3
TIME_STYLE=locale LC_ALL=fi_FI.UTF-8 ls -l / | head -n 3
```","TIME_STYLE=locale LC_ALL=en_US.UTF-8 ls -l / | head -n 3  
TIME_STYLE=locale LC_ALL=fi_FI.UTF-8 ls -l / | head -n 3",TIME_STYLE=locale LC_ALL=fi_FI.UTF-8 ls -l / | head -n 3,https://bugzilla.redhat.com/show_bug.cgi?id=428494,
428679,Harold Kornylak,2008-01-14T15:35:04Z,2008-01-14T17:52:25Z,CLOSED NOTABUG,low,medium,Fedora,coreutils,Sort behaves as if the -b and -d options are always set,normal," a
 a
_a
_Z
a
aa
A
Z","a
 a
  a
_a
A
aa
Z
_Z",Always,,"$ echo -e ""a\na\n a\n_a\nA\naa\nZ\n_Z"" > test.txt
$ sort test.txt","```bash
echo > :
echo abc | tr [:lower:] [:upper:]
rm \:
```","echo > :
echo abc | tr [:lower:] [:upper:]
rm \:",None,https://bugzilla.redhat.com/show_bug.cgi?id=428679,
232458,Gergely Gábor,2007-03-15T16:36:01Z,2007-12-17T09:56:21Z,CLOSED WORKSFORME,medium,low,Fedora,coreutils,dd reports false statistics in hu_HU.UTF-8 locale,normal,"[ggergely@vosztok ~]$ LC_ALL=C dd if=/dev/zero of=/dev/null bs=4M count=1024
1024+0 records in
1024+0 records out
4294967296 bytes (4.3 GB) copied, 0.242406 seconds, 17.7 GB/s
[ggergely@vosztok ~]$ ","[ggergely@vosztok ~]$ LC_ALL=hu_HU.UTF-8 dd if=/dev/zero of=/dev/null bs=4M
count=1024
1024+0 beolvasott rekord
1024+0 kiírt rekord
1 bájt (1 B) másolva, 0,24047 másodperc, 17,9 GB/mp
[ggergely@vosztok ~]$ ",Always,"1. use dd
2. wait untils finishez
3. see bas statistics -> panic!",$ LC_ALL=hu_HU.UTF-8 dd if=/dev/zero of=/dev/null bs=4M count=1024,"To reproduce the bug described, we need to analyze the provided information carefully. The details include environment variables, memory maps, and log messages indicating that a core dump was saved for the `/bin/sleep` command on multiple occasions.

Given this context, it seems like the issue might be related to how the `sleep` command is executing or being terminated, possibly due to a signal or an unexpected condition. Here are some steps and commands that could potentially reproduce the bug:

1. **Run the Sleep Command**: The most straightforward approach is to run the `/bin/sleep` command with various parameters to see if it crashes or produces a core dump.
   ```
   /bin/sleep 10
   ```

2. **Check for Signal Handling**: Sometimes, processes crash due to how they handle signals. You can try sending different signals to the `sleep` process to observe its behavior.
   ```
   /bin/sleep 100 &
   kill -SIGINT $!
   kill -SIGSEGV $!
   ```

3. **Use GDB for Debugging**: Running the `sleep` command under a debugger like GDB might provide insights into what's going wrong.
   ```
   gdb --args /bin/sleep 10
   run
   ```

4. **Valgrind for Memory Issues**: If the issue is related to memory management, running the command with Valgrind could help identify problems.
   ```
   valgrind /bin/sleep 10
   ```

5. **Strace for System Calls**: To see if the problem lies in how system calls are being made or handled, you can use `strace`.
   ```
   strace /bin/sleep 10
   ```

6. **Reproduce with Different Parameters and Environment**: Try modifying environment variables that might affect the behavior of the `sleep` command, such as `LC_ALL`, `LANG`, etc., to see if the issue is locale or environment-dependent.
   ```
   LC_ALL=C /bin/sleep 10
   ```

7. **Check for File System Issues**: Ensure that the file system where `/bin/sleep` resides and where it might write temporary files (if any) is not full, corrupted, or has permissions issues.

8. **System Call Tracing with syscall**: If available, tracing syscalls can provide detailed insights into what the process was doing when it crashed.
   ```
   syscall_trace -c /bin/sleep 10
   ```

Remember, without more specific details about the expected behavior versus the actual behavior (e.g., error messages, exact conditions under which the bug occurs), these suggestions are speculative. The goal is to stress the `sleep` command in various ways to see if any of these methods can reproduce the core dump or crash condition described in the log messages.","To identify and potentially reproduce a bug based on the information provided in the log messages and environment details, we need to analyze the logs for clues about what caused the crashes. The logs show that `abrt` (Automatic Bug Reporting Tool) saved core dumps of the `/bin/sleep` command. This indicates that there might be some issue with how `/bin/sleep` is being run or a system-level problem causing it to crash.

### Steps to Reproduce the Issue

1. **Run Basic Sleep Command:**
   Start by running the `sleep` command in a controlled environment and observe if any crashes occur.
   ```sh
   sleep 5
   ```
   Check for core dumps using:
   ```sh
   abrt-cli list
   ```

2. **Check System Logs:**
   Look at `/var/log/messages` or similar system log files to see if there are any relevant messages around the time the crashes occurred.

3. **Inspect Environment Variables:**
   Ensure no unusual environment variables are set that might be causing issues with `sleep`. For example:
   ```sh
   env | grep SLEEP
   ```

4. **Run in Different Contexts:**
   Try running the sleep command under different conditions, such as within a script or background process.
   ```sh
   nohup sleep 5 &
   ```
   
   Or,
   ```sh
   (sleep 10; echo ""done"") &
   ```

5. **Check for Memory Corruption:**
   Use tools like `valgrind` to check if there's any memory corruption or issues that might cause the crash.
   ```sh
   valgrind /bin/sleep 5
   ```

6. **Verify System Dependencies:**
   Ensure all system libraries are up-to-date and properly installed, as a corrupted library could potentially cause crashes.
   ```sh
   ldd $(which sleep)
   ```
   
7. **Check for Kernel Issues:**
   Sometimes kernel issues can cause seemingly unrelated applications to crash. Check the dmesg output:
   ```sh
   dmesg | grep -i ""sleep""
   ```

8. **Reproduce with Specific Arguments:**
   The logs don't mention any specific arguments, but try running `sleep` with different arguments and see if that affects behavior.
   ```sh
   sleep 10 &
   sleep 30 &
   ```

### Test Cases

- Run `sleep` in the foreground and background to ensure it behaves consistently:
  ```sh
  sleep 5       # Foreground
  nohup sleep 10 &   # Background
  (sleep 20; echo ""done"") &    # Subshell Background
  ```

- Monitor system resources while running `sleep`:
  ```sh
  top | grep -i ""sleep""
  ```

### Summary

The steps above should help you systematically reproduce and diagnose the issue with `/bin/sleep`. By testing under different conditions, monitoring system resources, and using tools like `valgrind`, you can gather more information about what might be causing the crashes.","The provided information suggests that `/bin/sleep` is crashing and core dumps are being generated by ABRT (Automatic Bug Reporting Tool) on your system.

To reproduce this issue, follow these steps:

### 1. Set Up Environment

Make sure you have `abrt` installed on the system:
```sh
sudo yum install abrt  # On CentOS/RHEL
sudo apt-get install abrt  # On Ubuntu/Debian
```

Enable and start the ABRT service if it is not already running:
```sh
sudo systemctl enable abrtd
sudo systemctl start abrtd
```

### 2. Run Sleep Command

Try running the `sleep` command in a loop to simulate high usage, which might increase the likelihood of reproducing the issue:
```sh
while true; do /bin/sleep 10 & done
```
Or run it with various parameters (this is more likely if certain sleep values are problematic):
```sh
for i in {1..3600}; do /bin/sleep $i & done
```

### 3. Monitor ABRT

Monitor the ABRT logs to see if any core dumps are generated:
```sh
sudo journalctl -u abrtd -f
# or look at the specific log file for ABRT coredumps
tail -f /var/log/messages | grep abrt
```

### 4. Analyze Core Dumps

Once a core dump is generated, use `abrt-cli` to investigate:
```sh
sudo abrt-cli list
sudo abrt-cli info <problem_id>
# Optionally, analyze the coredump with gdb
gdb /bin/sleep /var/spool/abrt/ccpp-<timestamp>.new/coredump
```

### 5. Additional Checks

Check for any kernel panic messages or other system logs that could indicate an underlying hardware or software issue:
```sh
dmesg | grep -i error
tail -f /var/log/messages
```

By performing these steps, you should be able to reproduce the bug and gather more information about what is causing the `sleep` command to crash. If you can reliably reproduce this issue, consider reporting it to the appropriate maintainers with detailed logs and system specifications.",https://bugzilla.redhat.com/show_bug.cgi?id=232458,
230950,Michal Jaegermann,2007-03-05T00:01:46Z,2007-12-14T11:19:20Z,CLOSED RAWHIDE,medium,medium,Fedora,coreutils,anaconda  confused by selinux,normal,cp /tmp/syslog /tmp/logs/ should successfully copy the file without errors,cp: cannot set setfscreatecon `system_u:object_r:ramfs_t:s0': Read-only file system,Always,"After a boot with images using kernel-2.6.20-1.2962.fc7 and
in a shell supplied by ancoda if you try, say, this:

mkdir /tmp/logs
cp /tmp/syslog /tmp/logs/","$ mkdir /tmp/logs  
$ cp /tmp/syslog /tmp/logs/",sleep 100000,None,sleep 100000,https://bugzilla.redhat.com/show_bug.cgi?id=230950,
246567,Karl Czajkowski,2007-07-03T05:03:48Z,2007-12-06T22:53:18Z,CLOSED ERRATA,low,medium,Fedora,coreutils,ls colour display corrupt for symbolic links,normal,"host::karlcz[~] /bin/ls --color=always | grep hosts
hosts","host::karlcz[~] /bin/ls --color=always | grep hosts
argetmhosts",Always,"1. create a symbolic link such as /home/user -> ../../etc/hosts
2. cd /home/user
3. /bin/ls --color=always | grep hosts","$ ln -s ../../etc/hosts /home/user
$ cd /home/user
$ /bin/ls --color=always | grep hosts",mktemp -t /tmp/.colorlsXXX; bash -c 'echo > $TMP',None,None,https://bugzilla.redhat.com/show_bug.cgi?id=246567,
411181,Frank Sweetser,2007-12-04T22:03:44Z,2007-12-06T20:51:47Z,CLOSED ERRATA,low,low,Fedora,coreutils,%C output format (selinux file security context) of stat broken,,,,,,,"```
TZ=UTC+1 date  
TZ=UTC+2 date
TZ=UTC+3 date
```","TZ=UTC+1 date  
TZ=UTC+2 date  
TZ=UTC+3 date","```bash
TZ=UTC+1 date
TZ=UTC+2 date
TZ=UTC+3 date
```",https://bugzilla.redhat.com/show_bug.cgi?id=411181,
404511,idak,2007-11-29T15:00:38Z,2007-12-03T11:42:21Z,CLOSED ERRATA,low,low,Fedora,coreutils,Coreutils ls is wrong color for broken symlinks,,,,,,,sleep 100,"Based on the provided information, it appears that there's a segmentation fault or invalid memory access in the `pause` system call function. The issue seems to be related to a write operation to an invalid address within the `fs` segment register.

To reproduce this kind of issue, you would typically need more context about what triggers the bug, but given limited information, we can devise some potential test cases that might help identify the root cause:

### Steps to Reproduce

1. **Compile and Run a Minimal Test Case:**
   Create a minimal program that calls the `pause` system call repeatedly or under certain conditions (e.g., with specific environment variables set).

2. **Environment Setup:**
   - Ensure you are running on an appropriate architecture where this issue is observed.
   - Set up any necessary environment variables or configurations mentioned in the bug report.

### Example Test Case

Here's a minimal C program that calls `pause`:

```c
#include <unistd.h>
#include <stdio.h>

int main() {
    printf(""Calling pause...\n"");
    while (1) {
        pause();
    }
    return 0;
}
```

Compile and run this program to see if it crashes:

```sh
gcc -o test_pause test_pause.c
./test_pause
```

### Analyzing the Crash

If the crash occurs, use a debugger like `gdb` to analyze the exact location of the crash. Here are some commands you can use with `gdb`:

1. **Compile with Debugging Symbols:**

   ```sh
   gcc -o test_pause -ggdb test_pause.c
   ```

2. **Run with GDB:**

   ```sh
   gdb ./test_pause
   ```

3. **Set Breakpoints and Analyze the Crash:**

   ```gdb
   (gdb) run
   # When it crashes, use backtrace to see where it happened
   (gdb) bt
   # You can inspect registers with:
   (gdb) info registers
   ```

### Additional Tests

- **Threaded Environment:**
  If the issue is thread-related, you might want to test in a multi-threaded environment:

```c
#include <pthread.h>
#include <unistd.h>
#include <stdio.h>

void *thread_func(void *arg) {
    while (1) {
        pause();
    }
    return NULL;
}

int main() {
    pthread_t thread;

    printf(""Creating thread...\n"");
    pthread_create(&thread, NULL, thread_func, NULL);

    while (1) {
        sleep(1);
    }

    return 0;
}
```

### Environment Variables and Configuration

- Ensure any environment variables that might influence the behavior of `pause` are set appropriately.
- Check for any known issues in specific versions of the OS or libraries you're using.

By running these test cases, you can pinpoint whether the issue is reproducible under normal conditions or if it requires a more complex setup.","The provided core dump indicates that a segmentation fault (SIGSEGV) occurred within the `pause` system call. However, given the context, this could be an artifact of how the signal handler interacts with the program, particularly if there is some misuse of memory or incorrect handling of signals.

However, based on what has been provided, it seems like you have a binary that, when executed, might end up in a state where the `pause` system call is invoked and then a segmentation fault happens. Since no specific code or context around how `pause` is being used is provided, reproducing this issue requires some guessing based on common patterns.

One scenario could be if there's an incorrect manipulation of the stack pointer inside a signal handler, which could cause undefined behavior when `pause` is called. Here’s a test case to try and replicate this:

1. Write a simple C program that sets up a signal handler for a specific signal (e.g., SIGUSR1) that modifies the stack pointer in an incorrect way.
2. Call `pause` in the main function of the program.

Here's an example code snippet to illustrate this scenario:

```c
#include <signal.h>
#include <stdio.h>
#include <unistd.h>

void handle_signal(int sig) {
    // Incorrectly manipulate the stack pointer
    asm(""mov $0xdeadbeef, %rsp"");
}

int main() {
    struct sigaction sa;
    sa.sa_handler = handle_signal;
    sa.sa_flags = 0;
    sigemptyset(&sa.sa_mask);

    if (sigaction(SIGUSR1, &sa, NULL) == -1) {
        perror(""sigaction"");
        return 1;
    }

    printf(""Process ID: %d\n"", getpid());
    printf(""Send SIGUSR1 to this process to trigger the signal handler.\n"");

    // Call pause
    pause();

    return 0;
}
```

To test this:

1. Compile the program using `gcc -o faulty_signal faulty_signal.c`.
2. Run the program: `./faulty_signal`.
3. Note the process ID printed in the output.
4. Send the SIGUSR1 signal to the process (replace `<PID>` with the actual PID from step 2): `kill -SIGUSR1 <PID>`

This example deliberately causes a segmentation fault by setting the stack pointer to an invalid address inside the signal handler before calling `pause`. The actual bug in your scenario might be different, but this can serve as a starting point for debugging.

If the issue isn't related to signal handling and incorrect stack manipulation, please provide more context about how `pause` is used in your application.",https://bugzilla.redhat.com/show_bug.cgi?id=404511,
